"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_PG0001","ACCT_PP0037","ACCT_PP0038","ACCT_PP0039","ACCT_PP0040","ACCT_PP0041","ACCT_PP0042","ACCT_PP0043","ACCT_PP0044","ACCT_PP0045","ACCT_PP0046","ACCT_PP0047","ACCT_PP0048","ACCT_PR0001","ACCT_PR0002","ACCT_PR0003","ACCT_PR0004","BoardAsianAmerican","BoardBlackAmerican","BoardHispanicAmerican","BoardMinorityStatus","BoardNativeAmerican","CurMemAsianAmerican","CurMemBlackAmerican","CurMemHispanicAmerican","CurMemMinorityStatus","CurMemNativeAmerican","EligibleMinorityStatus","FOMAsianAmerican","FOMBlackAmerican","FOMHispanicAmerican","FOMMinorityStatus","FOMNativeAmerican","MemberMinorityStatus"
4202,3/31/2026 0:00:00,1872,"54930037ZQUSJHCXY666","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Feb  9 2026  6:00AM","","","","","","","","","","","","","","","","",""
4227,3/31/2026 0:00:00,1882,"","1","0","1","0","0","0","0","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
4240,3/31/2026 0:00:00,1886,"549300DA1N0K2LJI0471","1","0","1","0","0","0","0","0","1","0","0","0","1","1","1","Feb 26 2025  5:00AM","","","","","","","","","","","","","","","","",""
4246,3/31/2026 0:00:00,1887,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
4261,3/31/2026 0:00:00,1895,"","1","1","1","0","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","",""
4271,3/31/2026 0:00:00,1898,"","1","1","1","0","0","1","0","1","1","0","1","0","1","1","","","","","","","","","","","","","","","","","","",""
4281,3/31/2026 0:00:00,1900,"5493009JEKX81THMLH86","1","1","1","1","1","0","0","1","0","0","0","1","1","1","1","Apr  3 2024  4:00AM","","","","","","","","","","","","","","","","",""
4291,3/31/2026 0:00:00,1904,"","1","1","1","0","0","0","0","0","1","0","1","1","","","","","","","","","","","","","","","","","","","","",""
4365,3/31/2026 0:00:00,1933,"549300M2Z8GR3VL0QQ74","1","0","0","0","0","0","0","0","1","0","1","0","1","1","1","Feb 25 2025  7:00AM","","","","","","","","","","","","","","","","",""
4366,3/31/2026 0:00:00,1934,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
4369,3/31/2026 0:00:00,1936,"","1","0","1","0","0","0","0","0","1","0","1","0","","","","","","","","","","","","","","","","","","","","",""
4374,3/31/2026 0:00:00,1939,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
4393,3/31/2026 0:00:00,1942,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","1","1","","1","","1","1","","","","","1","1","",""
4395,3/31/2026 0:00:00,1943,"549300UICMP0IGY0RG32","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
4400,3/31/2026 0:00:00,1946,"254900SYM73UN2V4KP10","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 21 2025  5:00AM","","","","","","","","","","","","","","","","",""
4401,3/31/2026 0:00:00,1947,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
4416,3/31/2026 0:00:00,1950,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","","","1","",""
4427,3/31/2026 0:00:00,1954,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
4441,3/31/2026 0:00:00,1959,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","1","1","","","","","","","","","","","","",""
4461,3/31/2026 0:00:00,1967,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","1","","1","","","","","","1","",""
4472,3/31/2026 0:00:00,1971,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
4480,3/31/2026 0:00:00,1973,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
4487,3/31/2026 0:00:00,1976,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
4488,3/31/2026 0:00:00,1977,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
4509,3/31/2026 0:00:00,1984,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
4524,3/31/2026 0:00:00,1987,"","1","0","0","0","0","0","0","1","0","0","0","1","","","","","","","","","","","","","","","","","","","","",""
4531,3/31/2026 0:00:00,1991,"","1","1","0","1","1","0","0","0","1","0","0","0","","","","","","","1","1","","","","1","1","","","","","1","1","",""
4580,3/31/2026 0:00:00,2010,"549300ZSFNMHET4KE860","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 25 2025  5:00AM","","","","","","","","","","","","","","","","",""
4584,3/31/2026 0:00:00,2013,"5493003WN6DPWM6VYA67","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 30 2026  6:00AM","","","","","","","","","","","","","","","","",""
4611,3/31/2026 0:00:00,2024,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","1","1","","","","","","","","1","1","1","","",""
4616,3/31/2026 0:00:00,2025,"549300G5JZD1PBR8EH75","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 25 2025  5:00AM","","","","","","","","","","","","","","","","",""
4633,3/31/2026 0:00:00,2030,"","1","1","0","1","1","1","1","0","1","0","1","0","1","","","","","","1","1","","","","1","1","","","","","1","1","",""
4684,3/31/2026 0:00:00,2044,"5493004TN1RD20MW1708","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
4708,3/31/2026 0:00:00,2054,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
4714,3/31/2026 0:00:00,2057,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
4726,3/31/2026 0:00:00,2062,"","1","0","0","1","0","0","0","0","1","0","0","1","1","","","","","","","","","","","","","","","","","","","",""
4731,3/31/2026 0:00:00,2065,"254900HWPC2WEGN8NF25","1","1","1","1","1","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
4735,3/31/2026 0:00:00,2066,"549300KTR1JGH3K6LU06","1","1","0","0","1","0","0","0","0","0","1","1","1","1","1","Feb 27 2026  5:00AM","","","","","","","","","","","","","","","","",""
4746,3/31/2026 0:00:00,2072,"","1","1","0","1","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
4756,3/31/2026 0:00:00,2075,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
4787,3/31/2026 0:00:00,2080,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
4792,3/31/2026 0:00:00,2083,"549300FV32ULL0DL8X93","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Jan 27 2025  5:00AM","","","","","","","","","","","","","","","","",""
4799,3/31/2026 0:00:00,2087,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
4805,3/31/2026 0:00:00,2089,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","1","1","1","","","1","1","1","","","","1","1","1",""
4809,3/31/2026 0:00:00,2091,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
4828,3/31/2026 0:00:00,2094,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
4845,3/31/2026 0:00:00,2099,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
4853,3/31/2026 0:00:00,2102,"","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
4871,3/31/2026 0:00:00,2109,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","1","1","1","","","","","","","","1","1","1","","",""
4878,3/31/2026 0:00:00,2110,"254900HD4RROQDXNWI45","1","1","1","1","1","1","0","0","1","0","1","0","1","1","1","Jan 15 2026  8:00AM","","","","","","","","","","","","","","","","",""
4884,3/31/2026 0:00:00,2114,"549300vdce0hesf63887","1","0","1","0","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","",""
4894,3/31/2026 0:00:00,2119,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
4906,3/31/2026 0:00:00,2122,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
4915,3/31/2026 0:00:00,2123,"","1","0","0","0","0","0","0","0","0","0","0","1","1","1","","","","","1","1","","","","1","1","","","","","1","1","",""
4936,3/31/2026 0:00:00,2130,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","1","","1","","","","","","1","",""
4951,3/31/2026 0:00:00,2137,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
4960,3/31/2026 0:00:00,2139,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
4963,3/31/2026 0:00:00,2141,"549300DNWSJUNAWUM003","1","1","0","0","0","0","0","1","1","0","1","0","1","1","","","","1","","1","","","1","","1","","","","1","","1","",""
4966,3/31/2026 0:00:00,2143,"254900II3J6G6WWO1O83","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","Feb 27 2026  5:00AM","","","","","","","","","","","","","","","","",""
4968,3/31/2026 0:00:00,2144,"549300SQH6MBVMMRRA85","1","0","0","0","0","1","0","0","1","0","0","0","1","1","1","Feb 12 2025  5:00AM","","","","","","","","","","","","","","","","",""
4969,3/31/2026 0:00:00,2145,"8945004T0FQ849QXKH05","1","0","1","0","0","0","0","0","1","0","1","0","1","1","1","Feb 24 2025  5:00AM","","","","","","","","","","","","","","","","",""
4982,3/31/2026 0:00:00,2152,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
5028,3/31/2026 0:00:00,2165,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
5029,3/31/2026 0:00:00,2166,"549300EAO0HUFDR48U74","1","1","1","1","1","1","1","0","0","0","1","0","1","1","1","Feb 25 2025  6:00AM","","","","","","","","","","","","","","","","",""
5045,3/31/2026 0:00:00,2172,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","1","1","","","1","","1","","","1","1","1","1","",""
5062,3/31/2026 0:00:00,2179,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
5063,3/31/2026 0:00:00,2180,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
5086,3/31/2026 0:00:00,2184,"5493005HN78XQ5US3306","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","Feb 11 2026  6:00AM","","","","","","","","","","","","","","","","",""
5116,3/31/2026 0:00:00,2194,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
5123,3/31/2026 0:00:00,2197,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
5127,3/31/2026 0:00:00,2199,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
5134,3/31/2026 0:00:00,2201,"549300YMV5FVP7DX0G44","1","1","0","0","0","0","0","0","0","1","0","0","1","1","1","Mar  3 2025  5:00AM","","","","","","","","","","","","","","","","",""
5144,3/31/2026 0:00:00,2202,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
5163,3/31/2026 0:00:00,2213,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
5168,3/31/2026 0:00:00,2214,"549300P6J0MZZT4UMR05","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 25 2026  6:00AM","","","","","","","","","","","","","","","","",""
5170,3/31/2026 0:00:00,2215,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
5234,3/31/2026 0:00:00,2241,"","1","0","0","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
5241,3/31/2026 0:00:00,2245,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","","","","","","","","","","",""
5252,3/31/2026 0:00:00,2248,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
5256,3/31/2026 0:00:00,2251,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","1","1","1","","",""
5257,3/31/2026 0:00:00,2252,"5493007700FZNYYEHT38","1","0","0","0","0","0","0","0","1","0","1","0","1","1","1","Jan 29 2026  6:00AM","","","","","","","","","","","","","","","","",""
5272,3/31/2026 0:00:00,2260,"","1","1","0","1","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
5286,3/31/2026 0:00:00,2265,"549300VHITS0GXJRXV39","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
5291,3/31/2026 0:00:00,2268,"","1","0","1","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
5318,3/31/2026 0:00:00,2281,"","1","1","1","0","1","0","0","0","1","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
5321,3/31/2026 0:00:00,2283,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
5325,3/31/2026 0:00:00,2285,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
5337,3/31/2026 0:00:00,2291,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
5345,3/31/2026 0:00:00,2293,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","","","","","","","","","","",""
5359,3/31/2026 0:00:00,2300,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
5366,3/31/2026 0:00:00,2303,"","1","0","0","0","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","",""
5370,3/31/2026 0:00:00,2306,"549300MXBLBJSY4S5R72","1","1","1","1","1","0","0","0","1","0","1","1","1","1","1","Feb  9 2026  5:00AM","","","","","","","","","","","","","","","","",""
5373,3/31/2026 0:00:00,2308,"","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","","","","","","","","","","","","","","","","","",""
5380,3/31/2026 0:00:00,2313,"00000000549300PPKM4Y","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Feb 23 2026  5:00AM","","","","","","","","","","","","","","","","",""
5387,3/31/2026 0:00:00,2318,"549300ZBJ7X2KWFZ7A33","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 17 2025  7:00AM","","","","","","","","","","","","","","","","",""
5419,3/31/2026 0:00:00,2331,"","1","0","1","0","0","0","0","0","1","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
5422,3/31/2026 0:00:00,2333,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
5431,3/31/2026 0:00:00,2338,"54930027H7CJF9GCDZ36","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 21 2025  5:00AM","","","","","","","","","","","","","","","","",""
5439,3/31/2026 0:00:00,2342,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
5465,3/31/2026 0:00:00,2360,"5493009V6C21MWMPSR74","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","Feb 25 2026  7:00AM","","","","","","","","","","","","","","","","",""
5484,3/31/2026 0:00:00,2369,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
5487,3/31/2026 0:00:00,2371,"","1","0","0","0","1","0","0","0","1","0","0","0","","","","","","","","1","1","","","","1","1","","","","","1","1",""
5495,3/31/2026 0:00:00,2376,"549300BYZ5JSI6TQMS54","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  6 2026  5:00AM","","","","","","","","","","","","","","","","",""
5500,3/31/2026 0:00:00,2379,"549300OSZK2W0WJYS771","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 19 2025  5:00AM","","","","","","","","","","","","","","","","",""
5510,3/31/2026 0:00:00,2386,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
5524,3/31/2026 0:00:00,2392,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
5530,3/31/2026 0:00:00,2395,"549300Y1BH01D1B61H27","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","1","1","1","1","","1","1","1","1","","","1","1","1","1","",""
5531,3/31/2026 0:00:00,2396,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
5536,3/31/2026 0:00:00,2399,"5493003GQDUH26DNNH17","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","Feb 26 2026  5:00AM","","","","","","","","","","","","","","","","",""
5546,3/31/2026 0:00:00,2406,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
5547,3/31/2026 0:00:00,2407,"549300CZYL6IDJDBUR04","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 26 2026  6:00AM","","","1","1","","","","1","1","","","","","1","1","",""
5549,3/31/2026 0:00:00,2409,"254900P86CWA5DCK0Y27","1","0","0","0","1","0","0","0","0","0","1","0","1","1","1","Feb 13 2026  5:00AM","","","","","","","","","","","","","","","","",""
5554,3/31/2026 0:00:00,2413,"549300y4gtnurufyv328","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 15 2025  5:00AM","","","","","","","","","","","","","","","","",""
