"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_NAME","SiteId","SiteName","SiteTypeName","SiteFunctionName","PhysicalAddressLine1","PhysicalAddressLine2","PhysicalAddressCity","PhysicalAddressStateCode","PhysicalAddressStateName","PhysicalAddressPostalCode","PhysicalAddressCountyName","PhysicalAddressCountry"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53267,"Swansboro NC","Branch Office","ATM","1109 W Corbett Ave","","Swansboro","NC","North Carolina","28584","Onslow","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53268,"North Decatur-Las Vegas NV","Branch Office","ATM","6311 N Decatur Blvd Ste 110","","Las Vegas","NV","Nevada","89130","Clark","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53270,"Charleston SC","Branch Office","ATM","1319 Sam Rittenberg Blvd","Ste 101","Charleston","SC","South Carolina","29407","Charleston","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53273,"Camp Humphreys Korea","Branch Office","ATM","Bldg 6430","","Pyongtaek-Si","","","17709","","Korea, South"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53274,"Beaufort SC","Branch Office","ATM","203 Robert Smalls Pkwy","SC 270","Beaufort","SC","South Carolina","29906","Beaufort","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53275,"West El Paso TX","Branch Office","ATM","6450 N Desert Blvd","Ste D101","El Paso","TX","Texas","79912","El Paso","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53276,"The Colony TX","Branch Office","ATM","5101 TX-121","Ste 300","The Colony","TX","Texas","75056","Denton","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53277,"Katy TX","Branch Office","ATM","24655 Katy Fwy","","Katy","TX","Texas","77494","Fort Bend","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53279,"Chandler AZ","Branch Office","ATM","3675 W Chandler Blvd","","Chandler","AZ","Arizona","85226","Maricopa","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53280,"North Columbus GA","Branch Office","ATM","6501 Veterans Pkwy","Ste 1","Columbus","GA","Georgia","31909","Muscogee","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53281,"Brier Creek Pkwy Raleigh NC","Branch Office","ATM","7870 Alexander Promenade Pl","Ste 125","Raleigh","NC","North Carolina","27617","Wake","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53282,"Rancho San Diego CA","Branch Office","ATM","2891 Jamacha Rd","Ste F","El Cajon","CA","California","92019","San Diego","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53283,"Triangle Tn Ctr Raleigh NC","Branch Office","ATM","6011 Poyner Village Pkwy Ste 101","","Raleigh","NC","North Carolina","27616","Wake","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53284,"Helotes TX","Branch Office","ATM","12510 Bandera Rd Ste 101","","Helotes","TX","Texas","78023","Bexar","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53285,"Richlands NC","Branch Office","ATM","113 Koonce Fork Rd","","Richlands","NC","North Carolina","28574","Onslow","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53286,"Savannah GA","Branch Office","ATM","7921 Abercorn St","","Savannah","GA","Georgia","31406","Chatham","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53287,"Spring TX","Branch Office","ATM","6725 N Grand Pkwy W","","Spring","TX","Texas","77389","Harris","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53288,"Cypress TX","Branch Office","ATM","14140 Cypress Rosehill Rd","Ste 400","Cypress","TX","Texas","77429-7903","Harris","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53289,"Debbie Dawson","Branch Office","ATM","106 B Ave","","Coronado","CA","California","92118","San Diego","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53291,"West Covina CA","Branch Office","ATM","2753 E Eastland Center Dr Ste 1106","","West Covina","CA","California","91791","Los Angeles","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53293,"Centennial CO","Branch Office","ATM","10860 E Briarwood Ave","","Centennial","CO","Colorado","80112","Arapahoe","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53296,"Buford GA","Branch Office","ATM","3730 Buford Dr Ste 300","","Buford","GA","Georgia","30519","Gwinnett","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53297,"Northeast Dallas TX","Branch Office","ATM","6451 E Northwest Hwy Ste 120","","Dallas","TX","Texas","75231","Dallas","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53298,"Ontario CA","Branch Office","ATM","4190 E 4th St Ste A","","Ontario","CA","California","91764","San Bernardino","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53299,"Chula Vista CA","Branch Office","ATM","555 Broadway Ste 1072","","Chula Vista","CA","California","91910","San Diego","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53300,"Kissimmee FL","Branch Office","ATM","1310 W Osceola Pkwy","","Kissimmee","FL","Florida","34741","Osceola","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53301,"Long Beach CA","Branch Office","ATM","4201 McGowen St ste 270","","Long Beach","CA","California","90808","Los Angeles","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53302,"Lutz  FL","Branch Office","ATM","2223 Sun Vista Dr","","Lutz","FL","Florida","33559","Pasco","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53303,"Bowie MD","Branch Office","ATM","16409 Heritage Blvd","","Bowie","MD","Maryland","20716","Prince Georges","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53304,"Falls Church VA","Branch Office","ATM","6343 Columbia Pike Ste C","","Falls Church","VA","Virginia","22041","Fairfax","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53305,"Humble TX","Branch Office","ATM","10011 FM 1960 Bypass Rd W","","Humble","TX","Texas","77338","Harris","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53306,"Sandy Springs GA","Branch Office","ATM","5898 Roswell Rd","","Sandy Springs","GA","Georgia","30328","Fulton","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53307,"Garner NC","Branch Office","ATM","21 Eagle Wing Way","","Garner","NC","North Carolina","27529","Wake","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53308,"Hawthorne CA","Branch Office","ATM","5360 W Rosecrans Ave","","Hawthorne","CA","California","90250","Los Angeles","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53309,"McDonough GA","Branch Office","ATM","1835 Jonesboro Rd","","McDonough","GA","Georgia","30253","Henry","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53310,"South Oceanside CA","Branch Office","ATM","2178 Vista Way STE E4","","Oceanside","CA","California","92054","San Diego","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53311,"Allen TX","Branch Office","ATM","845 W Stacy RD Unit 170","","Allen","TX","Texas","75013","Collin","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53312,"Goodyear AZ","Branch Office","ATM","15420 W McDowell Rd","","Goodyear","AZ","Arizona","85395","Maricopa","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53313,"North Phoenix AZ","Branch Office","ATM","1150 E Bell Rd","","Phoenix","AZ","Arizona","85022","Maricopa","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53314,"Midlothian VA","Branch Office","ATM","13493 Hull Street Rd","","Midlothian","VA","Virginia","23112-2103","Chesterfield","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53322,"NSA Saratoga Springs NY","Branch Office","ATM","19 J F King Dr","Bldg 105","Saratoga Springs","NY","New York","12866","Saratoga","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53325,"Poulsbo WA","Branch Office","ATM","21553 Olhava Way NW","","Poulsbo","WA","Washington","98370","Kitsap","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53326,"North Winchester VA","Branch Office","ATM","828 Berryville Ave","","Winchester","VA","Virginia","22601","Winchester City","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53330,"Palm Promenade-San Diego CA","Branch Office","ATM","762 Dennery Rd","","San Diego","CA","California","92154","San Diego","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53331,"Brea CA","Branch Office","ATM","2545 E Imperial Hwy Ste B","","Brea","CA","California","92821","Orange","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53332,"White Sands MR NM","Branch Office","ATM","143 Rock Island Ave","","White Sands","NM","New Mexico","88002","Dona Ana","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53333,"Douglasville GA","Branch Office","ATM","9380 The Landing Dr Ste A","","Douglasville","GA","Georgia","30135","Douglas","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53334,"NS Everett WA","Branch Office","ATM","2000 W Marine View Dr","Bldg 2153","Everett","WA","Washington","98207","Snohomish","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53335,"Goose Creek SC","Branch Office","ATM","119 Plantation North Blvd Ste D","","Goose Creek","SC","South Carolina","29445","Berkeley","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53336,"Mesquite TX","Branch Office","ATM","1505 N Town East Blvd Ste 200","","Mesquite","TX","Texas","75150","Dallas","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53338,"Burleson TX","Branch Office","ATM","12701 South Freeway","","Burleson","TX","Texas","76028","Tarrant","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53339,"Fayetteville GA","Branch Office","ATM","1155 Highway 85 N","","Fayetteville","GA","Georgia","30214","Fayette","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53340,"Port Orchard WA","Branch Office","ATM","Port Orchard","3311 Bethel Rd SE Ste 7A","Port Orchard","WA","Washington","98366","Kitsap","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53341,"Arroyo Market-Las Vegas NV","Branch Office","ATM","7285 Arroyo Crossing Pkwy","Ste 120","Las Vegas","NV","Nevada","89113-4065","Clark","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53342,"Fort Riley KS","Branch Office","ATM","5326 Morelock St","","Fort Riley","KS","Kansas","66442","Riley","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53343,"Mansfield TX","Branch Office","ATM","400 Highway 287 N","","Mansfield","TX","Texas","76063","Tarrant","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53346,"NBVC Port Hueneme CA","Branch Office","ATM","1336 Harris Street","Building PH-1336","Port Hueneme","CA","California","93041","Ventura","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53350,"Hilltop-VA Beach","Branch Office","ATM","519 Hilltop Plz","","Virginia Beach","VA","Virginia","23454-4501","Virginia Beach City","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53351,"Kenneth R Burns","Branch Office","ATM","12520 Dillingham Sq","","Woodbridge","VA","Virginia","22192-5259","Prince William","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53352,"Rosslyn VA","Branch Office","ATM","1919 N Lynn St","","Arlington","VA","Virginia","22209","Arlington","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53353,"Clinton MD","Branch Office","ATM","8819 Woodyard Rd","","Clinton","MD","Maryland","20735","Prince Georges","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53354,"Euless TX","Branch Office","ATM","2301 State Highway 121","","Euless","TX","Texas","76039","Tarrant","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53355,"JEB Little Crk - Ft Story VA","Branch Office","ATM","1173 Amphibious Dr Bldg 3448","","Virginia Beach","VA","Virginia","23459-8605","Virginia Beach City","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53356,"Lynnwood WA","Branch Office","ATM","2701 184th St SW","Ste 100A","Lynnwood","WA","Washington","98037","Snohomish","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53357,"Duncanville TX","Branch Office","ATM","280 W Highway 67","","Duncanville","TX","Texas","75137-4415","Dallas","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53358,"NS Norfolk VA","Branch Office","ATM","9155 Seabee Rd Bldg CD","","Norfolk","VA","Virginia","23511-3810","Norfolk City","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53359,"San Bernardino CA","Branch Office","ATM","1049 Harriman Pl","","San Bernardino","CA","California","92408-4203","San Bernardino","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53360,"St Petersburg FL","Branch Office","ATM","2172 Tyrone Blvd N","","St Petersburg","FL","Florida","33710","Pinellas","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53361,"Lakewood CO","Branch Office","ATM","2125 S Webster St Ste 101","","Lakewood","CO","Colorado","80227-3871","Jefferson","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53362,"North Tampa FL","Branch Office","ATM","15030 N Dale Mabry Hwy","","Tampa","FL","Florida","33618","Hillsborough","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53363,"Carrollwood","Branch Office","ATM","15030 N Dale Mabry Hwy","","Tampa","FL","Florida","33618","Hillsborough","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53364,"The Quarry-San Antonio TX","Branch Office","ATM","7322 Jones Maltsberger Rd","","San Antonio","TX","Texas","78209","Bexar","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53365,"Tucker GA","Branch Office","ATM","4320 Lavista Rd","Ste 103","Tucker","GA","Georgia","30084-5432","Dekalb","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53366,"Kapolei HI","Branch Office","ATM","338 Kamokila Blvd","Ste 105","Kapolei","HI","Hawaii","96707-2055","Honolulu","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53367,"Vinings - Atlanta GA","Branch Office","ATM","2980 Cobb Pkwy SE","Ste 100","Atlanta","GA","Georgia","30339-3158","Cobb","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53368,"Elizabethtown KY","Branch Office","ATM","4326 N Dixie Hwy","","Elizabethtown","KY","Kentucky","42701-8662","Hardin","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53369,"North Clearwater","Branch Office","ATM","2607 Gulf to Bay Blvd Ste 1710","","Clearwater","FL","Florida","33759-4966","Pinellas","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53370,"Brandywine MD","Branch Office","ATM","15805 Robert Crain HWY","Ste A","Brandywine","MD","Maryland","20613","Prince Georges","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53371,"Bensalem PA","Branch Office","ATM","2645 Street Rd","","Bensalem","PA","Pennsylvania","19020","Bucks","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53372,"Camp Creek Pkwy-ATL GA","Branch Office","ATM","3620 Camp Creek Pkwy SW","","Atlanta","GA","Georgia","30331","Fulton","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53373,"North Miami FL","Branch Office","ATM","14583 Biscayne Blvd","","North Miami","FL","Florida","33181","Miami-Dade","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53374,"Hickam HI","Branch Office","ATM","30 Hickam Ct, H St","Bldg 1257","Honolulu","HI","Hawaii","96818","Honolulu","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53375,"South Philadelphia PA","Branch Office","ATM","330 W Oregon Ave","Ste D","Philadelphia","PA","Pennsylvania","19148","Philadelphia","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53376,"Wayside-Houston TX","Branch Office","ATM","5815 Gulf Fwy Bldg B","","Houston","TX","Texas","77023","Harris","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53377,"Cordova TN","Branch Office","ATM","2269 N Germantown Pkwy","Ste 103","Cordova","TN","Tennessee","38016","Shelby","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53379,"Newnan GA","Branch Office","ATM","1108 Bullsboro Dr","Unit 107","Newnan","GA","Georgia","30265","Coweta","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53380,"Pembroke Pines FL","Branch Office","ATM","15759 Pines Blvd","Unit D-1","Pembroke Pines","FL","Florida","33027","Broward","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53383,"USAG Fort Irwin CA","Branch Office","ATM","Bldg 37","Goldstone Rd","Fort Irwin","CA","California","92310","San Bernardino","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53384,"USAG Fort Detrick MD","Branch Office","ATM","1520 Freedman Dr","Rm 135","Frederick","MD","Maryland","21702","Frederick","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53385,"Washington Navy Yard DC","Branch Office","ATM","1335 10th Street SE","Bldg. 184","Washington","DC","District of Columbia","20374","District of Columbia","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53386,"Central Columbus GA","Branch Office","ATM","3201 Macon Rd","Suite 137","Columbus","GA","Georgia","31906","Muscogee","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53387,"South Winchester VA","Branch Office","ATM","195 Crossover Blvd","Bldg 39","Winchester","VA","Virginia","22601","Winchester City","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53388,"Walter Reed NMMC MD","Branch Office","ATM","8960 Brown Dr","Bldg 39","Bethesda","MD","Maryland","20889","Montgomery","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53389,"Apple Valley CA","Branch Office","ATM","19157 Bear Valley Rd","Suite 2","Apple Valley","CA","California","92308","San Bernardino","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53390,"Junction City KS Relo","Branch Office","ATM","507 E Chestnut St","","Junction City","KS","Kansas","66441","Geary","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53392,"Columbia MD","Branch Office","ATM","6445 Dobbin Rd","","Columbia","MD","Maryland","21045","Howard","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53393,"Fairview Park OH","Branch Office","ATM","3161 Westgate Mall Drive, Unit 13","","Fairview Park","OH","Ohio","44126","Cuyahoga","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53394,"Inglewood CA","Branch Office","ATM","3451 W Century Blvd Ste B3","","Inglewood","CA","California","90303","Los Angeles","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53396,"Albany GA","Branch Office","ATM","2824 Nottingham Way","","Albany","GA","Georgia","31707","Dougherty","United States"
